communication_diff,emotional_openness_diff,social_nature_diff,independence_diff,family_orientation_diff,financial_attitude_diff,career_orientation_diff,adventure_diff,conflict_handling_diff,lifestyle_preference_diff,comm_x_conflict_diff,finance_x_career_diff,family_x_lifestyle_diff,mean_abs_diff,max_abs_diff,euclidean_distance,compatibility_score
12.41,9.69,35.59,29.95,9.51,19.38,19.87,3.35,5.96,18.14,0.74,3.85,1.73,16.39,35.59,60.4,85.92
15.48,27.17,28.21,4.11,8.48,10.31,0.92,13.49,7.84,20.75,1.21,0.09,1.76,13.68,28.21,51.42,85.16
5.72,10.95,40.2,12.22,6.42,28.06,16.09,7.8,16.41,28.02,0.94,4.51,1.8,17.19,40.2,64.19,81.15
20.83,18.46,18.37,4.5,13.8,42.08,27.69,15.2,9.82,24.21,2.05,11.65,3.34,19.5,42.08,69.09,76.39
9.42,17.64,6.12,35.72,48.85,38.18,22.35,38.74,10.36,12.33,0.98,8.53,6.02,23.97,48.85,88.42,75.63
16.71,35.44,31.7,20.62,3.16,18.86,2.64,17.96,28.72,4.22,4.8,0.5,0.13,18.0,35.44,67.1,80.17
18.69,22.58,24.95,35.93,36.53,4.08,14.58,10.37,6.06,60.99,1.13,0.59,22.28,23.48,60.99,90.56,81.78
5.55,0.0,9.68,11.8,22.9,26.06,20.47,30.46,6.81,39.13,0.38,5.33,8.96,17.29,39.13,66.27,85.51
28.23,5.63,15.48,8.81,16.81,8.29,21.53,10.17,11.51,9.65,3.25,1.78,1.62,13.61,28.23,47.84,85.88
18.52,18.23,22.15,10.79,17.33,12.67,10.54,21.84,10.85,22.31,2.01,1.34,3.87,16.52,22.31,54.29,85.64
30.42,4.61,11.59,8.24,21.35,6.65,15.01,24.89,10.57,13.87,3.22,1.0,2.96,14.72,30.42,52.89,82.75
7.35,36.53,3.53,8.94,1.11,7.63,26.76,1.02,11.96,3.54,0.88,2.04,0.04,10.84,36.53,49.12,89.99
20.73,5.34,3.88,16.38,15.91,0.09,18.6,12.75,7.45,0.2,1.54,0.02,0.03,10.13,20.73,39.48,90.66
22.9,4.6,16.62,6.61,21.01,23.21,10.77,29.25,15.1,0.93,3.46,2.5,0.2,15.1,29.25,55.19,86.6
9.47,10.16,41.63,25.89,43.47,24.56,5.97,23.35,1.31,39.81,0.12,1.47,17.31,22.56,43.47,85.19,80.88
9.3,19.44,20.86,20.26,56.43,51.92,18.49,48.45,32.27,14.88,3.0,9.6,8.4,29.23,56.43,105.56,65.95
18.86,11.8,4.57,20.88,31.46,8.78,8.22,18.01,20.09,27.1,3.79,0.72,8.53,16.98,31.46,59.57,82.59
0.79,34.77,39.43,3.66,22.84,37.39,4.16,57.65,4.71,50.56,0.04,1.56,11.55,25.59,57.65,103.03,75.74
18.64,8.97,26.81,29.94,7.33,17.33,23.94,9.37,3.2,29.86,0.6,4.15,2.19,17.54,29.94,62.93,85.06
12.89,3.59,16.34,4.21,36.12,32.36,15.7,50.7,16.24,20.1,2.09,5.08,7.26,20.82,50.7,79.37,77.87
9.53,27.3,16.03,4.72,7.13,20.76,26.3,16.39,1.66,28.57,0.16,5.46,2.04,15.84,28.57,58.11,86.52
1.68,6.13,5.43,11.28,12.06,15.96,14.37,1.89,16.67,18.64,0.28,2.29,2.25,10.41,18.64,37.85,87.24
8.56,24.18,5.04,12.12,0.45,6.45,25.06,10.53,13.78,28.0,1.18,1.62,0.13,13.42,28.0,50.84,85.7
9.96,34.38,19.35,10.37,37.92,0.38,40.28,4.2,3.75,11.52,0.37,0.15,4.37,17.21,40.28,70.63,83.31
23.23,1.39,7.62,15.53,15.05,7.44,29.53,18.25,17.4,1.13,4.04,2.2,0.17,13.66,29.53,51.3,83.54
11.47,0.85,7.58,30.87,3.69,27.2,9.92,37.24,12.62,29.05,1.45,2.7,1.07,17.05,37.24,66.22,83.24
24.65,4.84,18.27,31.14,3.05,32.31,32.74,7.0,3.11,6.8,0.77,10.58,0.21,16.39,32.74,64.53,86.31
23.42,8.65,21.11,31.88,5.01,19.7,2.48,27.12,7.04,17.92,1.65,0.49,0.9,16.43,31.88,60.08,86.04
17.54,2.46,16.97,3.16,16.43,5.03,5.8,40.05,1.49,20.07,0.26,0.29,3.3,12.9,40.05,54.31,86.42
17.67,18.49,6.29,0.26,6.7,28.79,12.81,27.97,1.32,27.69,0.23,3.69,1.86,14.8,28.79,57.29,82.14
12.55,17.02,5.85,19.26,9.67,6.64,8.9,7.48,4.89,28.24,0.61,0.59,2.73,12.05,28.24,44.12,86.69
15.27,2.85,8.93,14.05,16.87,5.41,7.51,6.8,4.91,21.98,0.75,0.41,3.71,10.46,21.98,37.97,87.98
21.47,2.57,15.17,4.11,20.54,37.73,27.05,41.42,7.29,37.81,1.57,10.21,7.77,21.52,41.42,80.56,78.45
0.28,30.01,36.46,21.17,11.39,5.59,27.17,18.14,5.29,11.69,0.01,1.52,1.33,16.72,36.46,63.81,88.74
30.55,2.05,26.8,36.48,31.46,50.42,11.83,34.68,21.2,17.69,6.48,5.96,5.57,26.32,50.42,92.86,70.75
7.92,15.53,16.54,38.68,30.75,1.98,14.37,13.56,13.07,20.22,1.04,0.28,6.22,17.26,38.68,63.19,87.12
6.53,1.72,12.38,7.64,43.42,37.19,18.56,13.78,3.8,0.34,0.25,6.9,0.15,14.54,43.42,63.83,86.27
21.08,16.1,15.22,15.94,25.26,13.33,43.96,20.84,7.86,19.19,1.66,5.86,4.85,19.88,43.96,69.3,80.25
35.05,12.16,12.55,18.85,6.48,23.81,2.56,2.56,18.95,12.14,6.64,0.61,0.79,14.51,35.05,54.93,83.05
15.21,25.56,12.8,13.66,30.36,7.43,29.12,3.95,8.6,8.42,1.31,2.16,2.56,15.51,30.36,56.75,85.58
1.91,19.13,37.34,33.74,3.5,5.32,6.07,11.74,7.3,2.18,0.14,0.32,0.08,12.82,37.34,56.35,91.52
14.91,4.33,8.07,20.04,2.63,18.49,8.38,7.67,3.47,24.63,0.52,1.55,0.65,11.26,24.63,42.47,87.18
9.68,6.52,4.22,27.24,2.65,17.27,15.93,6.43,8.8,25.35,0.85,2.75,0.67,12.41,27.24,47.07,91.3
9.79,38.71,6.17,48.8,21.49,6.19,14.27,18.88,16.28,22.44,1.59,0.88,4.82,20.3,48.8,76.44,78.15
12.78,4.14,27.59,37.05,16.81,13.18,19.26,1.93,2.65,26.29,0.34,2.54,4.42,16.17,37.05,62.0,84.57
12.89,15.4,16.82,5.3,13.97,13.09,4.39,6.84,11.27,12.23,1.45,0.57,1.71,11.22,16.82,37.73,89.44
20.91,3.24,11.66,15.68,6.7,28.56,3.41,14.94,3.47,9.0,0.73,0.97,0.6,11.76,28.56,44.92,84.41
18.84,3.97,23.53,1.03,15.06,10.78,28.65,20.56,23.3,23.62,4.39,3.09,3.56,16.93,28.65,60.11,80.4
18.68,4.94,7.76,21.03,28.15,0.0,3.35,24.23,1.2,29.04,0.22,0.0,8.17,13.84,29.04,55.78,86.93
11.93,13.9,13.67,24.59,7.13,1.76,10.57,36.04,18.41,29.85,2.2,0.19,2.13,16.79,36.04,61.82,86.96
1.47,2.24,9.48,31.23,2.66,0.86,15.73,26.77,1.6,4.77,0.02,0.14,0.13,9.68,31.23,45.49,95.37
4.79,3.33,32.14,20.61,38.31,19.14,5.68,25.03,17.84,7.54,0.85,1.09,2.89,17.44,38.31,66.03,81.73
15.2,11.39,6.95,34.0,44.89,0.84,4.12,0.69,38.75,2.12,5.89,0.03,0.95,15.89,44.89,71.44,81.01
9.51,4.56,4.21,17.62,16.58,1.75,23.77,11.65,5.73,0.72,0.54,0.42,0.12,9.61,23.77,38.1,90.03
6.95,12.17,6.01,16.68,22.05,32.7,20.01,5.98,1.99,47.55,0.14,6.54,10.48,17.21,47.55,69.05,84.73
9.63,2.7,8.11,18.58,39.56,12.94,20.98,7.47,0.61,1.45,0.06,2.71,0.57,12.2,39.56,52.36,88.95
23.64,7.62,8.79,35.42,4.82,1.86,21.02,21.71,17.27,9.66,4.08,0.39,0.47,15.18,35.42,57.27,83.49
17.02,1.07,11.67,2.68,1.38,31.13,26.71,1.59,4.77,28.12,0.81,8.31,0.39,12.61,31.13,54.18,88.12
2.47,13.3,10.32,2.86,5.92,9.32,27.03,1.56,6.57,30.52,0.16,2.52,1.81,10.99,30.52,46.13,84.99
21.06,6.36,32.39,19.05,2.59,23.5,18.58,2.75,2.84,7.72,0.6,4.37,0.2,13.68,32.39,53.62,88.45
0.44,25.27,17.17,17.92,2.37,6.99,2.92,15.07,3.71,43.71,0.02,0.2,1.04,13.56,43.71,58.9,88.87
2.28,34.57,24.89,3.48,20.45,3.33,12.69,9.95,5.53,44.29,0.13,0.42,9.06,16.15,44.29,67.18,86.07
7.89,5.07,39.17,39.07,62.36,10.65,0.3,10.12,37.94,8.21,2.99,0.03,5.12,22.08,62.36,93.6,75.01
16.32,6.39,19.33,11.95,12.33,9.81,12.23,6.15,19.26,25.33,3.14,1.2,3.12,13.91,25.33,47.66,85.39
19.62,15.13,4.36,4.88,6.13,11.25,19.26,0.89,14.83,4.91,2.91,2.17,0.3,10.13,19.62,37.9,84.17
11.62,22.47,3.66,36.32,12.57,40.57,4.11,15.52,16.84,41.78,1.96,1.67,5.25,20.55,41.78,77.87,82.78
21.8,15.25,25.38,17.37,6.67,21.1,20.94,19.42,8.43,1.3,1.84,4.42,0.09,15.77,25.38,55.06,87.27
11.87,9.42,12.0,13.0,10.94,7.54,10.82,26.66,8.13,19.93,0.97,0.82,2.18,13.03,26.66,44.84,88.41
28.52,20.69,8.37,44.11,29.6,23.51,19.02,2.26,28.23,4.79,8.05,4.47,1.42,20.91,44.11,76.63,76.57
0.77,44.0,18.19,7.28,13.49,24.81,3.83,25.57,41.1,15.8,0.32,0.95,2.13,19.49,44.0,75.67,78.93
6.53,18.98,40.01,17.87,4.66,32.93,2.52,27.67,22.51,18.99,1.47,0.83,0.88,19.27,40.01,71.2,84.24
23.18,22.93,38.38,6.05,41.07,16.65,14.33,0.75,11.17,20.52,2.59,2.39,8.43,19.5,41.07,72.72,77.99
21.82,4.11,44.64,48.84,6.65,27.7,0.32,19.85,16.93,4.23,3.69,0.09,0.28,19.51,48.84,79.88,80.87
30.36,19.54,18.52,29.93,23.7,21.21,27.69,15.84,2.14,7.0,0.65,5.87,1.66,19.59,30.36,68.0,79.06
23.22,6.13,34.24,30.5,16.78,2.25,10.74,15.97,29.67,1.7,6.89,0.24,0.29,17.12,34.24,64.96,85.66
12.11,29.09,8.37,51.52,28.89,11.4,0.3,11.97,17.52,24.53,2.12,0.03,7.09,19.57,51.52,75.72,78.07
13.37,1.0,10.68,44.88,8.0,38.38,9.93,27.99,10.26,15.38,1.37,3.81,1.23,17.99,44.88,71.2,80.5
27.92,7.17,3.64,21.56,15.12,8.35,16.56,3.31,2.49,11.16,0.7,1.38,1.69,11.73,27.92,44.98,88.25
1.01,10.36,29.68,14.09,4.4,2.77,26.42,57.91,5.69,7.82,0.06,0.73,0.34,16.01,57.91,73.21,88.41
2.27,18.28,13.51,11.87,14.51,18.41,4.84,28.43,47.75,18.03,1.08,0.89,2.62,17.79,47.75,68.18,78.22
4.39,28.54,2.95,24.51,11.16,31.74,1.61,7.44,7.33,7.46,0.32,0.51,0.83,12.71,31.74,52.37,86.98
11.54,2.34,46.55,23.98,1.84,16.07,21.41,14.46,4.94,48.68,0.57,3.44,0.9,19.18,48.68,78.76,81.36
9.02,16.21,0.04,16.88,14.87,6.06,0.48,37.47,14.95,9.17,1.35,0.03,1.36,12.51,37.47,50.98,88.4
0.83,17.74,22.65,9.82,30.66,21.66,12.09,3.09,11.89,32.23,0.1,2.62,9.88,16.27,32.23,60.58,84.07
22.43,18.88,28.33,17.02,21.99,0.0,1.84,11.05,21.42,2.13,4.8,0.0,0.47,14.51,28.33,54.99,79.93
10.66,23.13,6.7,12.22,11.9,14.93,2.28,23.6,5.09,12.59,0.54,0.34,1.5,12.31,23.6,44.2,88.47
14.42,19.84,3.65,33.07,14.03,22.19,8.79,8.27,5.51,38.02,0.79,1.95,5.33,16.78,38.02,63.4,82.37
26.36,8.24,0.89,13.46,3.03,17.75,13.49,14.07,22.23,0.34,5.86,2.39,0.01,11.99,26.36,46.3,87.43
17.75,18.96,25.25,13.38,0.02,38.79,23.78,4.88,34.04,39.24,6.04,9.22,0.01,21.61,39.24,79.27,77.9
21.15,8.01,46.09,11.1,41.73,34.45,14.89,28.54,10.01,1.71,2.12,5.13,0.71,21.77,46.09,82.62,77.41
7.45,14.41,19.08,14.92,17.67,24.77,24.02,8.28,3.0,26.99,0.22,5.95,4.77,16.06,26.99,56.2,85.68
0.0,1.15,32.91,11.08,31.33,37.4,1.29,5.8,1.06,33.86,0.0,0.48,10.61,15.59,37.4,69.06,84.0
8.37,20.85,2.13,13.5,25.13,8.69,2.47,24.27,14.11,24.96,1.18,0.21,6.27,14.45,25.13,53.06,84.65
16.15,1.38,9.19,23.35,2.17,6.91,37.16,12.22,11.17,29.04,1.8,2.57,0.63,14.87,37.16,58.68,82.58
1.9,15.06,23.36,5.07,15.42,24.16,0.7,35.35,18.1,24.32,0.34,0.17,3.75,16.34,35.35,61.58,82.69
8.92,14.76,9.52,2.59,35.66,4.77,13.91,41.22,7.15,10.09,0.64,0.66,3.6,14.86,41.22,61.11,86.69
20.55,23.57,15.78,13.11,34.38,16.59,1.64,6.21,6.86,8.97,1.41,0.27,3.08,14.77,34.38,55.0,86.08
2.74,4.74,15.08,29.09,15.83,26.51,26.25,5.61,8.56,8.44,0.23,6.96,1.34,14.28,29.09,54.06,88.25
5.41,2.43,25.17,21.23,38.07,20.11,23.39,30.09,14.84,20.78,0.8,4.7,7.91,20.15,38.07,71.26,85.83
15.04,16.08,20.14,3.39,6.72,0.68,0.18,11.7,16.92,44.91,2.54,0.0,3.02,13.58,44.91,58.2,85.49
32.82,13.93,41.03,5.72,25.2,22.52,1.47,34.51,19.19,30.22,6.3,0.33,7.62,22.66,41.03,81.27,75.1
4.5,43.77,24.28,23.33,9.28,28.18,2.04,23.55,21.47,48.35,0.97,0.57,4.49,22.87,48.35,85.48,79.85
12.16,13.15,41.82,1.46,4.64,19.26,28.58,33.29,6.43,11.92,0.78,5.5,0.55,17.27,41.82,67.62,85.67
28.62,4.16,29.45,23.19,26.64,22.15,19.28,3.71,9.39,16.91,2.69,4.27,4.5,18.35,29.45,64.82,82.95
8.06,13.17,13.42,29.15,20.59,18.23,5.92,63.01,39.22,30.16,3.16,1.08,6.21,24.09,63.01,92.07,74.7
35.57,0.2,24.19,17.52,36.99,10.57,6.43,53.22,3.13,3.2,1.11,0.68,1.18,19.1,53.22,80.82,84.47
3.3,13.92,12.51,4.1,13.32,40.33,20.98,20.17,18.41,45.23,0.61,8.46,6.02,19.23,45.23,73.58,80.05
24.05,16.88,17.07,11.73,6.48,26.02,1.84,1.83,12.12,0.2,2.91,0.48,0.01,11.82,26.02,46.53,90.17
6.09,5.91,31.24,1.9,27.61,12.95,8.27,10.93,17.13,3.73,1.04,1.07,1.03,12.58,31.24,49.77,83.74
19.3,41.01,7.39,42.64,12.82,7.62,24.12,35.08,16.71,5.95,3.23,1.84,0.76,21.26,42.64,79.22,78.26
15.36,20.11,32.24,3.35,27.82,24.04,6.42,56.69,13.04,43.56,2.0,1.54,12.12,24.26,56.69,91.46,76.81
18.22,8.86,23.53,9.97,38.41,40.18,0.91,30.11,7.09,2.2,1.29,0.37,0.85,17.95,40.18,71.53,79.7
5.06,3.92,0.7,31.55,18.82,16.31,3.91,15.6,2.14,40.31,0.11,0.64,7.59,13.83,40.31,59.54,88.67
0.91,10.47,42.63,25.24,5.83,43.57,9.17,69.56,10.99,33.16,0.1,4.0,1.93,25.15,69.56,103.15,75.55
7.26,35.76,35.6,12.85,16.45,7.35,15.01,17.96,0.68,19.49,0.05,1.1,3.21,16.84,35.76,63.38,86.14
14.09,24.93,24.85,6.4,25.57,26.54,21.72,1.6,1.38,10.98,0.19,5.76,2.81,15.81,26.54,58.6,86.73
12.3,13.97,10.5,13.7,14.12,19.54,11.13,7.72,7.56,16.83,0.93,2.17,2.38,12.74,19.54,41.82,84.23
11.55,3.52,43.22,16.11,29.6,2.54,2.66,12.13,14.21,15.7,1.64,0.07,4.65,15.12,43.22,61.31,88.37
22.86,0.53,9.68,22.23,29.56,35.45,41.32,61.27,21.67,45.36,4.95,14.65,13.41,29.0,61.27,105.98,69.7
23.58,21.13,10.19,18.31,21.0,29.59,9.64,47.0,14.99,59.07,3.53,2.85,12.4,25.45,59.07,93.67,75.58
32.32,32.0,2.56,3.32,9.0,1.3,10.93,18.67,13.78,21.42,4.45,0.14,1.93,14.53,32.32,57.32,82.74
12.48,7.43,17.5,18.55,26.81,21.47,19.95,31.62,2.78,22.96,0.35,4.28,6.16,18.15,31.62,63.03,80.49
36.94,1.38,11.86,14.12,3.89,14.73,42.24,20.91,1.85,9.1,0.68,6.22,0.35,15.7,42.24,65.16,86.57
19.81,39.82,24.91,12.03,22.86,18.07,19.98,3.26,2.5,4.13,0.5,3.61,0.94,16.74,39.82,63.45,78.03
21.02,17.12,11.65,9.82,2.18,21.69,8.07,34.8,13.18,37.3,2.77,1.75,0.81,17.68,37.3,65.45,84.27
3.25,2.71,23.77,29.29,15.71,15.02,3.16,0.09,0.53,29.27,0.02,0.47,4.6,12.28,29.29,52.73,88.13
13.8,17.68,5.17,0.41,3.25,9.83,5.07,26.38,2.35,16.51,0.32,0.5,0.54,10.04,26.38,40.46,87.05
1.23,5.42,0.27,17.76,10.77,34.35,22.45,13.2,13.72,7.14,0.17,7.71,0.77,12.63,34.35,50.59,86.11
7.62,25.56,33.35,22.33,34.45,13.07,18.81,13.65,0.72,29.63,0.05,2.46,10.21,19.92,34.45,71.4,83.97
12.15,25.46,28.75,40.95,0.07,7.71,0.6,26.01,51.04,28.77,6.2,0.05,0.02,22.15,51.04,86.42,78.25
10.46,6.91,5.36,5.5,21.09,15.17,8.52,22.53,20.84,23.72,2.18,1.29,5.0,14.01,23.72,49.68,81.83
13.94,15.67,0.7,15.97,5.86,3.58,18.4,22.87,21.14,18.05,2.95,0.66,1.06,13.62,22.87,48.76,85.34
24.21,11.21,30.88,16.95,0.91,5.36,2.14,29.75,8.65,17.97,2.09,0.11,0.16,14.8,30.88,57.18,88.84
4.76,20.72,0.33,9.8,30.98,2.71,8.16,12.43,4.75,30.78,0.23,0.22,9.54,12.54,30.98,52.02,88.4
17.2,23.42,44.22,4.57,14.78,2.51,42.4,6.6,11.14,0.75,1.92,1.06,0.11,16.76,44.22,70.79,86.02
2.69,6.45,8.9,2.01,27.61,3.03,19.01,15.06,6.84,20.06,0.18,0.58,5.54,11.17,27.61,44.06,86.96
7.21,4.28,0.5,8.37,45.65,24.6,0.0,15.9,9.68,2.44,0.7,0.0,1.11,11.86,45.65,56.41,85.55
3.64,10.75,7.34,8.49,18.0,11.21,4.97,9.16,6.54,9.21,0.24,0.56,1.66,8.93,18.0,30.67,92.53
15.88,5.61,1.33,13.53,1.89,19.19,9.32,15.76,14.38,6.35,2.28,1.79,0.12,10.32,19.19,37.71,86.28
13.89,0.28,8.42,19.88,4.1,10.16,28.08,11.67,5.27,5.34,0.73,2.85,0.22,10.71,28.08,41.95,89.2
1.36,16.99,22.83,29.63,24.03,8.61,22.21,25.76,1.2,23.37,0.02,1.91,5.62,17.6,29.63,63.6,88.33
15.83,7.06,37.5,0.76,13.17,34.86,26.49,22.23,36.55,54.37,5.79,9.23,7.16,24.88,54.37,92.65,70.31
3.89,16.77,11.52,4.64,20.02,32.77,29.93,18.22,14.28,22.6,0.56,9.81,4.52,17.46,32.77,62.19,81.25
22.23,31.65,46.79,12.2,4.53,9.49,16.18,43.55,3.68,41.57,0.82,1.54,1.88,23.19,46.79,88.57,77.42
7.34,2.99,16.91,18.03,28.64,19.35,35.56,11.73,0.48,15.49,0.04,6.88,4.44,15.65,35.56,59.25,85.59
8.78,0.23,8.67,26.65,15.74,3.96,6.02,1.68,7.91,21.47,0.69,0.24,3.38,10.11,26.65,41.09,88.15
3.42,0.14,22.76,10.83,17.94,10.01,39.25,22.18,1.99,0.84,0.07,3.93,0.15,12.94,39.25,55.74,87.64
15.94,13.6,7.5,13.83,42.61,26.78,0.12,0.09,5.59,13.65,0.89,0.03,5.82,13.97,42.61,58.62,81.78
31.79,35.97,8.01,10.14,9.93,0.07,13.08,14.3,36.9,16.71,11.73,0.01,1.66,17.69,36.9,67.72,75.75
14.65,24.44,0.14,10.4,11.49,36.89,16.46,49.22,1.39,25.32,0.2,6.07,2.91,19.04,49.22,75.82,79.75
14.58,5.59,6.19,23.3,6.82,10.21,9.71,9.55,8.37,6.53,1.22,0.99,0.45,10.09,23.3,35.69,87.66
1.39,22.96,23.6,14.33,0.74,8.78,12.38,16.81,11.46,10.73,0.16,1.09,0.08,12.32,23.6,45.29,89.77
38.59,2.48,40.83,15.94,23.93,23.66,4.29,23.24,7.94,57.86,3.06,1.02,13.85,23.88,57.86,92.3,75.15
25.58,41.72,46.22,15.14,13.11,4.08,27.61,8.47,11.44,20.21,2.93,1.13,2.65,21.36,46.22,79.51,79.99
2.59,2.34,19.89,44.1,16.38,6.45,0.37,16.95,2.8,27.25,0.07,0.02,4.46,13.91,44.1,60.84,85.59
15.58,15.18,5.83,2.46,0.65,15.61,1.52,11.56,32.98,17.4,5.14,0.24,0.11,11.88,32.98,47.78,83.76
3.16,12.88,25.55,10.38,17.19,20.82,0.99,42.84,15.6,52.28,0.49,0.21,8.99,20.17,52.28,80.49,85.04
20.59,35.46,10.09,14.77,17.97,40.78,14.0,25.54,5.45,11.79,1.12,5.71,2.12,19.64,40.78,70.74,77.92
0.89,3.49,33.68,0.1,44.1,30.84,6.58,3.79,0.61,14.11,0.01,2.03,6.22,13.82,44.1,65.58,85.91
5.85,5.6,21.98,24.87,1.31,12.85,0.84,55.66,5.57,26.54,0.33,0.11,0.35,16.11,55.66,71.89,84.96
2.56,21.84,6.95,12.09,30.31,16.1,2.68,48.37,15.87,17.76,0.41,0.43,5.38,17.45,48.37,69.07,83.05
12.21,13.05,11.65,8.34,5.93,11.5,4.77,47.41,2.55,14.33,0.31,0.55,0.85,13.17,47.41,56.34,89.81
23.26,1.64,3.07,3.42,18.51,2.92,8.13,35.8,15.48,18.66,3.6,0.24,3.45,13.09,35.8,53.4,82.69
10.97,26.56,15.67,1.29,5.95,6.63,11.3,31.04,15.84,51.35,1.74,0.75,3.06,17.66,51.35,71.63,80.1
17.83,29.75,23.44,8.77,23.87,35.09,1.96,13.46,13.45,0.46,2.4,0.69,0.11,16.81,35.09,63.22,78.98
5.79,29.87,53.43,5.56,19.31,26.43,13.23,33.27,1.42,17.03,0.08,3.5,3.29,20.53,53.43,80.35,80.71
3.92,20.25,22.03,1.02,4.34,18.54,15.12,17.03,2.6,6.51,0.1,2.8,0.28,11.14,22.03,42.92,87.26
32.51,26.95,36.54,21.19,39.33,5.65,36.17,24.55,16.15,36.95,5.25,2.04,14.53,27.6,39.33,93.18,71.42
11.17,29.21,18.36,15.94,27.33,10.29,34.3,39.23,38.1,10.64,4.26,3.53,2.91,23.45,39.23,81.86,78.35
1.08,1.73,6.11,46.15,8.03,19.45,4.38,17.16,25.96,8.13,0.28,0.85,0.65,13.82,46.15,60.57,87.7
11.82,17.54,4.23,21.13,29.06,9.26,3.62,41.25,18.53,0.26,2.19,0.34,0.08,15.67,41.25,62.46,86.42
23.88,11.94,19.71,0.25,3.37,43.66,11.23,13.8,36.5,7.34,8.72,4.9,0.25,17.17,43.66,68.71,77.96
4.58,33.05,30.64,19.69,36.65,28.06,16.39,34.32,7.31,23.92,0.33,4.6,8.77,23.46,36.65,81.5,83.4
3.83,12.55,45.66,11.89,9.25,1.37,15.11,10.42,7.7,28.13,0.29,0.21,2.6,14.59,45.66,60.61,86.15
15.89,25.2,1.06,0.65,8.71,2.28,27.52,0.47,5.8,6.16,0.92,0.63,0.54,9.37,27.52,42.42,88.64
15.17,14.26,20.42,12.2,33.76,2.69,5.26,48.6,19.52,30.74,2.96,0.14,10.38,20.26,48.6,76.57,77.99
17.5,13.92,13.81,25.12,27.69,18.57,12.89,19.12,10.81,41.63,1.89,2.39,11.53,20.11,41.63,69.39,78.07
0.84,0.12,14.04,16.91,19.1,30.48,14.72,8.94,8.64,29.58,0.07,4.49,5.65,14.34,30.48,54.99,81.7
0.78,1.85,22.32,2.63,50.91,5.54,7.09,33.29,3.04,36.93,0.02,0.39,18.8,16.44,50.91,75.25,83.6
3.79,1.49,1.35,6.46,4.72,28.81,3.86,0.26,17.89,20.58,0.68,1.11,0.97,8.92,28.81,40.88,87.03
6.81,35.43,2.83,47.39,19.88,13.03,16.88,24.38,9.17,12.97,0.62,2.2,2.58,18.88,47.39,72.47,81.83
18.51,38.18,10.76,51.43,2.47,7.69,22.1,2.79,39.95,5.29,7.39,1.7,0.13,19.92,51.43,82.14,75.42
23.03,38.39,4.47,39.15,11.09,6.72,17.39,15.85,16.43,27.78,3.78,1.17,3.08,20.03,39.15,72.94,80.75
19.0,16.61,9.43,26.88,26.16,8.37,14.94,2.75,9.7,2.67,1.84,1.25,0.7,13.65,26.88,50.35,86.76
7.18,25.01,10.8,6.48,14.12,1.91,15.98,19.96,14.51,1.54,1.04,0.31,0.22,11.75,25.01,43.66,87.04
12.18,16.13,10.95,0.57,13.65,10.85,42.46,26.53,26.07,12.15,3.18,4.61,1.66,17.15,42.46,64.55,81.1
24.0,8.32,10.22,11.9,28.7,22.15,2.48,20.14,23.1,0.87,5.54,0.55,0.25,15.19,28.7,56.14,80.94
24.86,9.78,29.29,9.41,16.77,9.73,30.56,2.7,15.15,16.9,3.77,2.97,2.83,16.51,30.56,59.09,87.39
13.8,0.35,16.18,11.15,14.94,11.53,8.93,20.69,35.27,27.67,4.87,1.03,4.13,16.05,35.27,58.74,85.86
11.45,2.46,21.88,23.49,29.53,11.22,0.17,38.82,10.88,2.41,1.25,0.02,0.71,15.23,38.82,61.62,82.1
10.1,38.48,23.56,9.11,25.08,37.54,18.54,35.92,1.61,16.81,0.16,6.96,4.22,21.67,38.48,78.6,79.39
23.96,9.38,32.56,40.44,32.21,14.11,20.32,66.35,11.74,5.93,2.81,2.87,1.91,25.7,66.35,97.89,78.04
10.09,14.16,7.92,35.76,6.57,1.03,22.06,10.88,4.64,9.41,0.47,0.23,0.62,12.25,35.76,49.02,90.1
19.53,4.51,4.79,6.3,14.0,9.92,23.18,7.28,0.78,14.32,0.15,2.3,2.0,10.46,23.18,39.43,87.38
22.38,6.21,12.77,10.25,17.44,3.43,24.08,3.02,15.79,3.94,3.53,0.83,0.69,11.93,24.08,44.47,89.42
7.5,7.16,6.59,2.53,20.24,16.29,32.19,15.47,22.63,11.63,1.7,5.24,2.35,14.22,32.19,52.49,83.81
26.22,10.21,22.64,11.61,8.01,19.3,1.92,25.91,28.27,13.09,7.41,0.37,1.05,16.72,28.27,59.34,80.45
25.49,22.28,42.28,8.42,46.27,51.25,9.71,12.57,5.28,31.33,1.35,4.98,14.5,25.49,51.25,95.05,72.02
10.85,0.21,14.61,0.67,7.89,30.6,2.76,34.73,3.8,12.37,0.41,0.84,0.98,11.85,34.73,52.07,88.22
16.19,14.76,13.78,12.82,9.4,11.21,1.26,51.91,8.14,55.38,1.32,0.14,5.21,19.48,55.38,82.93,78.36
3.52,3.69,10.04,48.16,34.92,3.61,16.96,25.99,5.7,8.13,0.2,0.61,2.84,16.07,48.16,68.85,85.78
10.16,1.99,26.89,10.39,3.38,24.03,4.2,4.38,26.71,11.04,2.71,1.01,0.37,12.32,26.89,48.99,84.24
0.38,43.99,17.22,16.59,5.48,0.0,11.41,34.69,7.58,20.52,0.03,0.0,1.12,15.79,43.99,65.95,88.09
